bucket_ts,service,endpoint,req_count,error_count,error_rate,avg_latency_ms,p95_latency_ms,mad_z,is_anomaly,severity
2026-01-06T18:47:00,checkout,/cart,11,0,0.0,93.27272727272727,144.0,0.6745,False,Info
2026-01-06T18:47:00,catalog,/search,10,0,0.0,141.9,186.2,0.0055514403292193665,False,Info
2026-01-06T18:47:00,payments,/status,4,0,0.0,65.25,85.05,-0.28063138686131295,False,Info
2026-01-06T18:47:00,catalog,/item/{id},12,0,0.0,54.75,72.8,-0.33725,False,Info
2026-01-06T18:47:00,payments,/refund,4,0,0.0,154.75,211.09999999999997,-0.5508416666666677,False,Info
2026-01-06T18:47:00,auth,/logout,12,0,0.0,43.333333333333336,58.0,0.3631923076923099,False,Info
2026-01-06T18:47:00,auth,/verify,8,0,0.0,31.5,44.849999999999994,-0.49854347826087103,False,Info
2026-01-06T18:47:00,checkout,/cart/add,3,0,0.0,133.33333333333334,152.6,-0.5004354838709694,False,Info
2026-01-06T18:47:00,auth,/login,4,0,0.0,65.75,76.19999999999999,-3.2893424657534216,False,Info
2026-01-06T18:47:00,catalog,/items,13,0,0.0,70.92307692307692,104.8,-0.8347772277227727,False,Info
2026-01-06T18:47:00,checkout,/checkout,6,0,0.0,203.33333333333334,278.0,0.3578783783783803,False,Info
2026-01-06T18:48:00,catalog,/item/{id},6,0,0.0,58.0,79.0,1.0567166666666672,False,Info
2026-01-06T18:48:00,auth,/verify,10,0,0.0,35.4,45.099999999999994,-0.42522826086956655,False,Info
2026-01-06T18:48:00,catalog,/search,14,0,0.0,140.28571428571428,192.05,0.6550699588477401,False,Info
2026-01-06T18:48:00,auth,/logout,4,0,0.0,47.0,54.85,-0.45399038461538377,False,Info
2026-01-06T18:48:00,auth,/login,3,0,0.0,85.0,90.7,-0.6098219178082177,False,Info
2026-01-06T18:48:00,catalog,/items,6,0,0.0,98.5,115.5,0.5943613861386146,False,Info
2026-01-06T18:48:00,payments,/status,1,0,0.0,78.0,78.0,-0.9748248175182461,False,Info
2026-01-06T18:48:00,payments,/refund,8,0,0.0,174.0,231.29999999999998,0.3574850000000014,False,Info
2026-01-06T18:48:00,checkout,/checkout,3,0,0.0,131.66666666666666,172.4,-3.6948783783783785,False,Info
2026-01-06T18:48:00,checkout,/cart,9,0,0.0,100.66666666666667,146.0,0.7957584269662922,False,Info
2026-01-06T18:48:00,payments,/pay,2,0,0.0,259.0,294.1,-0.9375215852795468,False,Info
2026-01-06T18:48:00,checkout,/cart/add,5,0,0.0,117.0,149.0,-0.7242327188940109,False,Info
2026-01-06T18:49:00,checkout,/cart/add,7,0,0.0,106.85714285714286,141.1,-1.2153433179723532,False,Info
2026-01-06T18:49:00,catalog,/items,14,0,0.0,71.64285714285714,107.55,-0.4674752475247527,False,Info
2026-01-06T18:49:00,catalog,/item/{id},13,0,0.0,58.46153846153846,77.6,0.7419499999999993,False,Info
2026-01-06T18:49:00,auth,/verify,8,0,0.0,39.5,48.599999999999994,0.6011847826086956,False,Info
2026-01-06T18:49:00,payments,/status,6,0,0.0,77.83333333333333,93.75,0.5760328467153285,False,Info
2026-01-06T18:49:00,auth,/login,8,0,0.0,75.625,95.0,0.1847945205479449,False,Info
2026-01-06T18:49:00,checkout,/checkout,5,0,0.0,175.2,257.2,-0.4403918918918909,False,Info
2026-01-06T18:49:00,checkout,/cart,1,0,0.0,89.0,89.0,-2.6601067415730335,False,Info
2026-01-06T18:49:00,catalog,/search,17,0,0.0,137.47058823529412,184.0,-0.23871193415637595,False,Info
2026-01-06T18:49:00,payments,/pay,4,1,0.25,287.75,329.34999999999997,-0.26445364472753063,False,Info
2026-01-06T18:49:00,auth,/logout,6,0,0.0,41.5,55.25,-0.3502211538461531,False,Info
2026-01-06T18:49:00,payments,/refund,5,0,0.0,182.4,224.4,0.04721500000000188,False,Info
2026-01-06T18:50:00,auth,/logout,9,0,0.0,44.333333333333336,58.6,0.5188461538461568,False,Info
2026-01-06T18:50:00,catalog,/item/{id},14,0,0.0,56.42857142857143,77.4,0.6969833333333352,False,Info
2026-01-06T18:50:00,payments,/pay,3,1,0.3333333333333333,350.0,449.4,2.0277961783439493,False,Info
2026-01-06T18:50:00,auth,/login,10,0,0.0,74.7,92.19999999999999,-0.33263013698630295,False,Info
2026-01-06T18:50:00,checkout,/checkout,6,0,0.0,214.83333333333334,282.75,0.5401756756756778,False,Info
2026-01-06T18:50:00,auth,/verify,8,0,0.0,36.875,48.25,0.49854347826087103,False,Info
2026-01-06T18:50:00,checkout,/cart/add,4,0,0.0,123.25,169.79999999999998,0.56881797235023,False,Info
2026-01-06T18:50:00,payments,/status,4,0,0.0,47.5,56.199999999999996,-3.1214087591240833,False,Info
2026-01-06T18:50:00,catalog,/items,8,0,0.0,83.875,118.65,1.0150891089108929,False,Info
2026-01-06T18:50:00,catalog,/search,9,0,0.0,156.33333333333334,186.0,-0.01665432098765179,False,Info
2026-01-06T18:50:00,payments,/refund,2,0,0.0,203.0,205.7,-0.7936616666666672,False,Info
2026-01-06T18:50:00,checkout,/cart,6,0,0.0,113.0,142.0,0.5532415730337079,False,Info
2026-01-06T18:51:00,checkout,/cart/add,4,0,0.0,112.5,134.25,-1.6411797235023073,False,Info
2026-01-06T18:51:00,payments,/pay,1,0,0.0,204.0,204.0,-2.657902335456476,False,Info
2026-01-06T18:51:00,catalog,/search,8,0,0.0,144.25,198.65,1.3878600823045293,False,Info
2026-01-06T18:51:00,auth,/login,3,0,0.0,70.66666666666667,89.0,-0.9239726027397246,False,Info
2026-01-06T18:51:00,checkout,/cart,6,0,0.0,93.0,134.75,0.11367977528089887,False,Info
2026-01-06T18:51:00,auth,/logout,7,0,0.0,45.714285714285715,54.3,-0.5966730769230775,False,Info
2026-01-06T18:51:00,checkout,/checkout,5,0,0.0,195.2,241.2,-1.0544459459459452,False,Info
2026-01-06T18:51:00,payments,/refund,1,0,0.0,208.0,208.0,-0.6902383333333331,False,Info
2026-01-06T18:51:00,catalog,/items,20,0,0.0,78.2,115.25,0.5609702970297036,False,Info
2026-01-06T18:51:00,catalog,/item/{id},13,0,0.0,59.76923076923077,77.8,0.7869166666666666,False,Info
2026-01-06T18:51:00,auth,/verify,11,0,0.0,38.45454545454545,48.5,0.5718586956521755,False,Info
2026-01-06T18:51:00,payments,/status,2,0,0.0,61.5,69.15,-1.8462591240875876,False,Info
2026-01-06T18:52:00,auth,/logout,3,0,0.0,43.333333333333336,48.4,-2.1272692307692345,False,Info
2026-01-06T18:52:00,payments,/refund,5,1,0.2,192.8,235.0,0.5238616666666692,False,Info
2026-01-06T18:52:00,auth,/verify,5,0,0.0,36.2,44.4,-0.6305108695652177,False,Info
2026-01-06T18:52:00,payments,/status,4,0,0.0,87.25,98.4,1.0339051094890512,False,Info
2026-01-06T18:52:00,checkout,/cart/add,8,1,0.125,128.25,223.69999999999996,3.9195599078341052,False,Info
2026-01-06T18:52:00,catalog,/search,13,0,0.0,148.0,194.4,0.9159876543209904,False,Info
2026-01-06T18:52:00,catalog,/items,9,0,0.0,70.0,97.19999999999999,-1.8498663366336654,False,Info
2026-01-06T18:52:00,auth,/login,8,0,0.0,80.25,95.55,0.2864315068493141,False,Info
2026-01-06T18:52:00,checkout,/cart,5,0,0.0,99.0,129.6,-0.1985606741573037,False,Info
2026-01-06T18:52:00,checkout,/checkout,8,1,0.125,209.875,305.24999999999994,1.4036891891891896,False,Info
2026-01-06T18:52:00,payments,/pay,3,1,0.3333333333333333,334.3333333333333,546.9,3.8894734607218693,False,Info
2026-01-06T18:52:00,catalog,/item/{id},11,0,0.0,51.72727272727273,70.5,-0.854366666666666,False,Info
2026-01-06T18:53:00,auth,/verify,12,0,0.0,41.333333333333336,49.45,0.8504565217391331,False,Info
2026-01-06T18:53:00,catalog,/item/{id},15,0,0.0,53.333333333333336,69.5,-1.0791999999999993,False,Info
2026-01-06T18:53:00,checkout,/cart/add,7,0,0.0,109.42857142857143,154.49999999999997,-0.3823202764976987,False,Info
2026-01-06T18:53:00,checkout,/checkout,6,0,0.0,158.16666666666666,225.5,-1.6569864864864858,False,Info
2026-01-06T18:53:00,catalog,/items,6,0,0.0,84.33333333333333,116.75,0.7613168316831691,False,Info
2026-01-06T18:53:00,checkout,/cart,2,0,0.0,121.5,131.85,-0.06214494382022507,False,Info
2026-01-06T18:53:00,payments,/refund,7,0,0.0,178.14285714285714,237.5,0.636278333333336,False,Info
2026-01-06T18:53:00,catalog,/search,9,0,0.0,139.22222222222223,187.6,0.1609917695473269,False,Info
2026-01-06T18:53:00,payments,/pay,2,0,0.0,210.0,237.9,-2.0106114649681532,False,Info
2026-01-06T18:53:00,payments,/status,4,0,0.0,86.0,96.19999999999999,0.8172773722627724,False,Info
2026-01-06T18:53:00,auth,/login,7,0,0.0,76.28571428571429,93.7,-0.05543835616438295,False,Info
2026-01-06T18:53:00,auth,/logout,7,0,0.0,44.142857142857146,57.599999999999994,0.2594230769230775,False,Info
2026-01-06T18:54:00,checkout,/cart,6,0,0.0,112.83333333333333,145.5,0.7654438202247191,False,Info
2026-01-06T18:54:00,catalog,/items,8,0,0.0,64.875,96.8,-1.903292079207922,False,Info
2026-01-06T18:54:00,catalog,/search,11,1,0.09090909090909091,151.72727272727272,199.5,1.4822345679012363,False,Info
2026-01-06T18:54:00,auth,/verify,6,1,0.16666666666666666,44.5,47.25,0.20528260869565326,False,Info
2026-01-06T18:54:00,auth,/logout,14,0,0.0,45.92857142857143,59.35,0.713413461538465,False,Info
2026-01-06T18:54:00,checkout,/cart/add,3,0,0.0,77.33333333333333,83.9,-4.771232718894018,False,Info
2026-01-06T18:54:00,checkout,/checkout,4,0,0.0,223.25,257.8,-0.41736486486486296,False,Info
2026-01-06T18:54:00,payments,/pay,5,0,0.0,270.6,333.4,-0.18712243453644753,False,Info
2026-01-06T18:54:00,payments,/refund,7,0,0.0,183.28571428571428,239.09999999999997,0.7082250000000013,False,Info
2026-01-06T18:54:00,catalog,/item/{id},18,0,0.0,61.111111111111114,77.0,0.6070500000000006,False,Info
2026-01-06T18:54:00,auth,/login,6,0,0.0,74.66666666666667,91.25,-0.5081849315068485,False,Info
2026-01-06T18:54:00,payments,/status,4,0,0.0,70.5,94.39999999999999,0.6400364963503641,False,Info
2026-01-06T18:55:00,payments,/status,5,0,0.0,66.2,90.8,0.28555474452554763,False,Info
2026-01-06T18:55:00,catalog,/items,9,0,0.0,81.55555555555556,106.8,-0.5676485148514855,False,Info
2026-01-06T18:55:00,auth,/login,10,0,0.0,70.8,91.19999999999999,-0.5174246575342478,False,Info
2026-01-06T18:55:00,catalog,/search,9,0,0.0,152.11111111111111,194.2,0.893781893004116,False,Info
2026-01-06T18:55:00,auth,/verify,8,1,0.125,37.375,54.199999999999996,2.2434456521739152,False,Info
2026-01-06T18:55:00,auth,/logout,5,0,0.0,43.6,56.599999999999994,0.0,False,Info
2026-01-06T18:55:00,checkout,/cart,5,0,0.0,92.8,122.2,-0.6472168539325841,False,Info
2026-01-06T18:55:00,catalog,/item/{id},9,0,0.0,60.55555555555556,74.6,0.06744999999999936,False,Info
2026-01-06T18:55:00,checkout,/checkout,3,0,0.0,224.0,269.7,0.039337837837839174,False,Info
2026-01-06T18:55:00,payments,/pay,4,0,0.0,280.5,345.45,0.04296178343949046,False,Info
2026-01-06T18:55:00,payments,/refund,5,0,0.0,198.6,244.6,0.9555416666666697,False,Info
2026-01-06T18:55:00,checkout,/cart/add,10,0,0.0,125.0,178.65,1.1189861751152095,False,Info
2026-01-06T18:56:00,auth,/login,6,0,0.0,73.5,96.25,0.4157876712328761,False,Info
2026-01-06T18:56:00,checkout,/checkout,5,0,0.0,195.6,294.2,0.9796081081081099,False,Info
2026-01-06T18:56:00,catalog,/items,7,0,0.0,67.57142857142857,100.39999999999998,-1.4224603960396074,False,Info
2026-01-06T18:56:00,payments,/status,5,0,0.0,65.0,92.2,0.42340875912408815,False,Info
2026-01-06T18:56:00,payments,/pay,3,0,0.0,367.3333333333333,386.6,0.8286850672328389,False,Info
2026-01-06T18:56:00,auth,/logout,5,0,0.0,45.2,58.0,0.3631923076923099,False,Info
2026-01-06T18:56:00,checkout,/cart,6,0,0.0,95.83333333333333,145.5,0.7654438202247191,False,Info
2026-01-06T18:56:00,checkout,/cart/add,2,0,0.0,141.0,172.5,0.7366658986175125,False,Info
2026-01-06T18:56:00,catalog,/search,9,0,0.0,138.77777777777777,193.6,0.8271646090534995,False,Info
2026-01-06T18:56:00,catalog,/item/{id},13,0,0.0,51.69230769230769,70.6,-0.8318833333333339,False,Info
2026-01-06T18:56:00,payments,/refund,5,0,0.0,158.0,181.8,-1.8683650000000014,False,Info
2026-01-06T18:56:00,auth,/verify,10,0,0.0,38.0,49.099999999999994,0.7478152173913044,False,Info
2026-01-06T18:57:00,auth,/verify,6,1,0.16666666666666666,41.833333333333336,55.25,2.5513695652173953,False,Info
2026-01-06T18:57:00,catalog,/search,10,0,0.0,150.5,191.5,0.5940041152263397,False,Info
2026-01-06T18:57:00,payments,/pay,3,0,0.0,266.3333333333333,317.3,-0.4945378627034675,False,Info
2026-01-06T18:57:00,auth,/login,10,0,0.0,69.1,86.49999999999999,-1.3859589041095894,False,Info
2026-01-06T18:57:00,checkout,/cart/add,8,0,0.0,134.125,179.0,1.140744239631338,False,Info
2026-01-06T18:57:00,checkout,/checkout,7,0,0.0,209.28571428571428,291.5,0.8759864864864888,False,Info
2026-01-06T18:57:00,checkout,/cart,4,0,0.0,97.5,147.45,0.8836707865168533,False,Info
2026-01-06T18:57:00,catalog,/items,16,0,0.0,82.9375,114.0,0.3940148514851491,False,Info
2026-01-06T18:57:00,payments,/status,2,0,0.0,85.0,96.7,0.8665109489051096,False,Info
2026-01-06T18:57:00,auth,/logout,9,0,0.0,43.666666666666664,54.8,-0.4669615384615387,False,Info
2026-01-06T18:57:00,catalog,/item/{id},13,0,0.0,46.15384615384615,74.19999999999999,-0.022483333333335253,False,Info
2026-01-06T18:58:00,catalog,/items,9,0,0.0,81.33333333333333,108.0,-0.40737128712871273,False,Info
2026-01-06T18:58:00,payments,/pay,2,0,0.0,239.0,310.09999999999997,-0.6320155697098379,False,Info
2026-01-06T18:58:00,auth,/login,6,0,0.0,69.66666666666667,85.25,-1.616952054794518,False,Info
2026-01-06T18:58:00,auth,/logout,4,0,0.0,48.75,56.55,-0.012971153846153138,False,Info
2026-01-06T18:58:00,payments,/status,4,1,0.25,79.75,134.69999999999996,4.608262773722619,False,Info
2026-01-06T18:58:00,catalog,/item/{id},6,0,0.0,52.833333333333336,76.0,0.3822166666666673,False,Info
2026-01-06T18:58:00,checkout,/cart/add,9,1,0.1111111111111111,143.44444444444446,178.8,1.1283110599078365,False,Info
2026-01-06T18:58:00,catalog,/search,10,0,0.0,125.8,155.54999999999998,-3.397481481481479,False,Info
2026-01-06T18:58:00,payments,/refund,4,1,0.25,196.75,265.2,1.8818550000000045,False,Info
2026-01-06T18:58:00,auth,/verify,5,0,0.0,40.6,47.4,0.24927173913043552,False,Info
2026-01-06T18:58:00,checkout,/cart,10,0,0.0,106.0,131.2,-0.10155393258427035,False,Info
2026-01-06T18:58:00,checkout,/checkout,6,0,0.0,211.83333333333334,286.0,0.6649054054054077,False,Info
2026-01-06T18:59:00,checkout,/cart,8,0,0.0,104.375,131.9,-0.05911348314606706,False,Info
2026-01-06T18:59:00,checkout,/cart/add,6,1,0.16666666666666666,121.66666666666667,231.0,4.373370967741943,False,Info
2026-01-06T18:59:00,auth,/logout,5,0,0.0,48.0,57.6,0.2594230769230793,False,Info
2026-01-06T18:59:00,auth,/login,12,0,0.0,70.58333333333333,88.8,-0.960931506849314,False,Info
2026-01-06T18:59:00,auth,/verify,16,0,0.0,32.8125,44.25,-0.6745,False,Info
2026-01-06T18:59:00,payments,/refund,4,0,0.0,178.5,227.35,0.17986666666666828,False,Info
2026-01-06T18:59:00,payments,/status,5,1,0.2,89.8,162.6,7.355496350364954,False,Info
2026-01-06T18:59:00,catalog,/search,11,0,0.0,136.72727272727272,174.0,-1.3489999999999969,False,Info
2026-01-06T18:59:00,catalog,/item/{id},7,0,0.0,71.28571428571429,79.4,1.146650000000002,False,Info
2026-01-06T18:59:00,checkout,/checkout,5,0,0.0,209.6,274.2,0.21204054054054197,False,Info
2026-01-06T18:59:00,catalog,/items,8,0,0.0,74.375,109.99999999999999,-0.14024257425742734,False,Info
2026-01-06T19:00:00,payments,/pay,2,0,0.0,185.0,188.6,-2.951951875442322,False,Info
2026-01-06T19:00:00,checkout,/cart,5,0,0.0,107.0,141.0,0.4926123595505618,False,Info
2026-01-06T19:00:00,payments,/refund,6,0,0.0,203.0,240.25,0.7599366666666696,False,Info
2026-01-06T19:00:00,payments,/status,3,0,0.0,79.0,95.2,0.7188102189781025,False,Info
2026-01-06T19:00:00,catalog,/item/{id},16,0,0.0,52.125,70.0,-0.9667833333333328,False,Info
2026-01-06T19:00:00,checkout,/checkout,8,0,0.0,188.375,281.9,0.5075540540540553,False,Info
2026-01-06T19:00:00,auth,/login,10,0,0.0,69.7,91.69999999999999,-0.4250273972602754,False,Info
2026-01-06T19:00:00,checkout,/cart/add,5,0,0.0,120.2,136.6,-1.4950898617511554,False,Info
2026-01-06T19:00:00,catalog,/search,9,0,0.0,166.66666666666666,191.0,0.5384897119341586,False,Info
2026-01-06T19:00:00,auth,/verify,1,0,0.0,38.0,38.0,-2.5073804347826107,False,Info
2026-01-06T19:00:00,auth,/logout,7,0,0.0,37.285714285714285,43.7,-3.346557692307697,False,Info
2026-01-06T19:00:00,catalog,/items,9,0,0.0,83.88888888888889,114.4,0.44744059405940734,False,Info
2026-01-06T19:01:00,payments,/refund,3,0,0.0,186.0,215.4,-0.3574849999999989,False,Info
2026-01-06T19:01:00,catalog,/item/{id},12,0,0.0,61.333333333333336,77.9,0.8094000000000019,False,Info
2026-01-06T19:01:00,payments,/status,3,0,0.0,72.33333333333333,90.89999999999999,0.2954014598540142,False,Info
2026-01-06T19:01:00,auth,/verify,9,0,0.0,37.888888888888886,47.0,0.13196739130434884,False,Info
2026-01-06T19:01:00,payments,/pay,2,0,0.0,322.5,326.55,-0.31791719745222896,False,Info
2026-01-06T19:01:00,checkout,/cart,6,0,0.0,82.83333333333333,121.0,-0.7199719101123595,False,Info
2026-01-06T19:01:00,catalog,/search,14,0,0.0,147.0,192.45,0.6994814814814825,False,Info
2026-01-06T19:01:00,auth,/login,8,0,0.0,82.125,98.0,0.7391780821917796,False,Info
2026-01-06T19:01:00,checkout,/checkout,8,0,0.0,186.75,271.49999999999994,0.10841891891891856,False,Info
2026-01-06T19:01:00,checkout,/cart/add,8,0,0.0,129.0,175.1,0.8982972350230425,False,Info
2026-01-06T19:01:00,catalog,/items,8,0,0.0,87.75,112.74999999999999,0.22705940594059268,False,Info
2026-01-06T19:01:00,auth,/logout,8,0,0.0,42.0,53.0,-0.9339230769230774,False,Info
2026-01-06T19:02:00,catalog,/item/{id},8,0,0.0,62.625,79.65,1.2028583333333354,False,Info
2026-01-06T19:02:00,catalog,/items,10,0,0.0,82.0,116.39999999999999,0.7145693069306926,False,Info
2026-01-06T19:02:00,checkout,/cart,3,0,0.0,94.0,107.0,-1.5687808988764045,False,Info
2026-01-06T19:02:00,payments,/pay,4,0,0.0,290.75,368.7,0.48690021231422514,False,Info
2026-01-06T19:02:00,catalog,/search,16,0,0.0,136.3125,181.75,-0.48852674897119064,False,Info
2026-01-06T19:02:00,payments,/refund,3,0,0.0,167.0,228.6,0.23607500000000173,False,Info
2026-01-06T19:02:00,auth,/login,6,0,0.0,77.0,88.5,-1.016369863013697,False,Info
2026-01-06T19:02:00,auth,/logout,4,0,0.0,44.0,47.85,-2.2699519230769263,False,Info
2026-01-06T19:02:00,checkout,/checkout,8,0,0.0,179.25,268.2,-0.018229729729728434,False,Info
2026-01-06T19:02:00,payments,/status,4,0,0.0,61.75,69.7,-1.7921021897810185,False,Info
2026-01-06T19:02:00,checkout,/cart/add,9,0,0.0,103.88888888888889,148.6,-0.7490990783410159,False,Info
2026-01-06T19:03:00,auth,/logout,11,0,0.0,42.45454545454545,52.5,-1.0636346153846161,False,Info
2026-01-06T19:03:00,catalog,/items,17,0,0.0,87.29411764705883,117.4,0.8481336633663382,False,Info
2026-01-06T19:03:00,checkout,/checkout,5,1,0.2,245.0,399.0,5.001662162162167,False,Info
2026-01-06T19:03:00,payments,/refund,4,0,0.0,168.0,214.75,-0.3867133333333325,False,Info
2026-01-06T19:03:00,catalog,/item/{id},14,0,0.0,53.785714285714285,70.8,-0.7869166666666666,False,Info
2026-01-06T19:03:00,payments,/pay,6,0,0.0,234.16666666666666,299.25,-0.8391868365180468,False,Info
2026-01-06T19:03:00,checkout,/cart/add,8,0,0.0,123.5,157.95,-0.16784792626728245,False,Info
